Number of Records,Ace1,Ace2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,Break1,Break2,Country1,Country2,Double1,Double2,Error1,Error2,fastServe1,fastServe2,firstPointWon1,firstPointWon2,firstServe1,firstServe2,Gender,Net1,Net2,Player1,Player2,Results,Return1,Return2,Round,secPointWon1,secPointWon2,Total1,Total2,Winner1,Winner2,Winner,Year
1,25,13,193,178,149,146,0.27,0.25,FRA,ESP,4,1,42,40,217,215,0.85,0.75,0.58,0.77,m,0.79,0.75,Jo-Wilfried Tsonga,Nicolas Almagro,6-3 6-4 4-6 6-7(6) 9-7,0.3,0.24,Fourth,0.63,0.53,174,160,77,46,Jo-Wilfried Tsonga,2010
1,32,17,198,181,167,147,0.22,0.5,USA,CHI,0,9,17,49,227,213,0.87,0.75,0.68,0.61,m,0.57,0.71,Andy Roddick,Fernando Gonzalez,6-3 3-6 4-6 7-5 6-2,0.35,0.25,Fourth,0.5,0.44,159,141,68,83,Andy Roddick,2010
1,20,19,187,190,145,145,0.25,0.3,CRO,ARG,7,3,71,58,206,214,0.82,0.72,0.57,0.6,m,0.61,0.62,Marin Cilic,Juan Martin Del Potro,5-7 6-4 7-5 5-7 6-3,0.34,0.31,Fourth,0.5,0.54,181,173,67,46,Marin Cilic,2010
1,5,14,168,196,148,175,0.5,0,GBR,USA,1,2,8,41,209,216,0.83,0.7,0.71,0.69,m,0.89,0.49,Andy Murray,John Isner,7-6(4) 6-3 6-2,0.42,0.22,Fourth,0.65,0.29,108,71,32,43,Andy Murray,2010
1,2,28,172,208,139,167,0.5,0.5,ESP,CRO,2,2,15,42,196,222,0.78,0.78,0.71,0.68,m,0.61,0.64,Rafael Nadal,Ivo Karlovic,6-4 4-6 6-4 6-4,0.27,0.23,Fourth,0.73,0.62,107,101,35,55,Rafael Nadal,2010
1,10,7,189,180,149,145,0.5,,SUI,ESP,3,1,39,33,206,198,0.88,0.6,0.66,0.6,m,0.73,0.7,Roger Federer,Albert Montanes,6-3 6-4 6-4,0.38,0.22,Third,0.56,0.64,96,74,36,18,Roger Federer,2010
1,1,5,181,190,137,148,0.5,,AUS,CYP,0,2,8,26,195,200,0.76,0.65,0.55,0.47,m,1,0.2,Lleyton Hewitt,Marcos Baghdatis,6-0 4-2 ret.,0.58,0.23,Third,0.79,0.16,46,21,8,8,Lleyton Hewitt,2010
1,0,0,170,164,166,129,1,,ESP,AUT,2,2,6,12,189,170,0.9,0.44,0.63,0.53,m,1,1,Fernando Verdasco,Stefan Koubek,6-1 ret.,0.63,0.22,Third,0.5,0.13,24,9,5,2,Fernando Verdasco,2010
1,6,0,177,171,146,145,0.6,0.5,RUS,ARG,2,0,30,35,207,199,0.72,0.47,0.71,0.67,m,0.63,0.5,Nikolay Davydenko,Juan Monaco,6-0 6-3 6-4,0.51,0.31,Third,0.59,0.52,87,58,22,6,Nikolay Davydenko,2010
1,3,3,187,176,158,138,0.64,0.22,SRB,UZB,7,0,25,31,199,197,0.73,0.39,0.59,0.55,m,0.71,0.38,Novak Djokovic,Denis Istomin,6-1 6-1 6-2,0.67,0.35,Third,0.45,0.26,87,49,29,11,Novak Djokovic,2010
1,20,9,189,181,146,149,0.45,0.5,FRA,GER,3,2,29,38,213,197,0.78,0.66,0.67,0.69,m,0.57,0.67,Jo-Wilfried Tsonga,Tommy Haas,6-4 3-6 6-1 7-5,0.36,0.29,Third,0.56,0.56,116,100,47,32,Jo-Wilfried Tsonga,2010
1,11,3,185,175,144,142,0.4,0.25,ESP,COL,3,2,37,35,217,193,0.88,0.63,0.56,0.5,m,0.86,0.57,Nicolas Almagro,Alejandro Falla,6-4 6-3 6-4,0.42,0.27,Third,0.51,0.51,106,81,37,13,Nicolas Almagro,2010
1,29,29,201,199,168,165,0.18,0.2,USA,ESP,3,5,21,60,219,217,0.8,0.74,0.74,0.58,m,0.54,0.63,Andy Roddick,Feliciano Lopez,6-7(4) 6-4 6-4 7-6(3),0.35,0.23,Third,0.67,0.51,158,137,54,71,Andy Roddick,2010
1,20,16,179,178,149,145,0.36,0.33,CHI,KAZ,5,7,41,50,209,202,0.8,0.78,0.57,0.59,m,0.9,0.64,Fernando Gonzalez,Evgeny Korolev,6-7(5) 6-3 1-6 6-3 6-4,0.31,0.32,Third,0.51,0.53,154,150,63,62,Fernando Gonzalez,2010
1,10,11,189,188,140,146,0.5,0.29,CRO,SUI,2,6,56,49,209,218,0.83,0.75,0.57,0.53,m,0.65,0.5,Marin Cilic,Stanislas Wawrinka,4-6 6-4 6-3 6-3,0.37,0.31,Third,0.49,0.45,129,114,35,24,Marin Cilic,2010
1,11,5,199,183,158,139,0.36,0.5,ARG,GER,5,3,46,24,218,198,0.71,0.64,0.59,0.67,m,0.66,0.69,Juan Martin Del Potro,Florian Mayer,6-3 0-6 6-4 7-5,0.38,0.38,Third,0.45,0.54,118,117,45,34,Juan Martin Del Potro,2010
1,14,6,188,189,145,142,0.44,1,GBR,FRA,3,2,28,35,211,207,0.81,0.51,0.55,0.66,m,0.87,0.48,Andy Murray,Florent Serra,7-5 6-1 6-4,0.49,0.29,Third,0.56,0.48,102,72,49,26,Andy Murray,2010
1,26,12,194,183,174,151,0.8,0.43,USA,FRA,3,7,38,28,223,210,0.8,0.71,0.66,0.6,m,0.66,0.86,John Isner,Gael Monfils,6-1 4-6 7-6(4) 7-6(5),0.35,0.28,Third,0.53,0.52,139,118,73,34,John Isner,2010
1,33,14,212,190,165,148,0.2,0.14,CRO,CRO,2,0,36,25,229,216,0.85,0.76,0.71,0.61,m,0.62,0.64,Ivo Karlovic,Ivan Ljubicic,6-3 3-6 6-3 7-6(7),0.34,0.24,Third,0.52,0.51,132,117,64,43,Ivo Karlovic,2010
1,6,11,177,187,141,156,0.42,0.2,ESP,GER,3,4,38,58,200,206,0.69,0.68,0.62,0.61,m,0.71,0.58,Rafael Nadal,Philipp Kohlschreiber,6-4 6-2 2-6 7-5,0.39,0.37,Third,0.51,0.48,137,129,36,41,Rafael Nadal,2010
1,8,3,192,189,153,159,0.45,0,SUI,ROU,1,1,18,26,204,203,0.82,0.56,0.67,0.7,m,0.81,0.62,Roger Federer,Victor Hanescu,6-2 6-3 6-2,0.47,0.24,Second,0.63,0.46,96,64,52,20,Roger Federer,2010
1,13,3,177,169,145,133,0.47,0.4,ESP,FRA,5,7,57,55,194,185,0.69,0.59,0.68,0.59,m,0.48,0.64,Albert Montanes,Stephane Robert,4-6 6-7(3) 6-2 6-3 6-2,0.44,0.37,Second,0.46,0.47,174,150,69,43,Albert Montanes,2010
1,7,8,176,174,146,144,0.5,0.33,AUS,USA,1,2,24,42,196,206,0.68,0.65,0.58,0.63,m,0.73,0.65,Lleyton Hewitt,Donald Young,7-6(3) 6-4 6-1,0.46,0.34,Second,0.63,0.3,102,76,32,30,Lleyton Hewitt,2010
1,11,1,189,174,133,144,0.35,0.44,CYP,ESP,1,0,67,72,213,192,0.76,0.62,0.53,0.66,m,0.76,0.68,Marcos Baghdatis,David Ferrer,4-6 3-6 7-6(4) 6-3 6-1,0.41,0.34,Second,0.54,0.53,166,154,56,47,Marcos Baghdatis,2010
1,6,0,177,180,154,142,0.44,0.2,ESP,UKR,6,7,32,47,210,195,0.72,0.53,0.7,0.4,m,0.72,0.62,Fernando Verdasco,Ivan Sergeyev,6-1 6-2 6-2,0.54,0.33,Second,0.46,0.34,101,64,38,16,Fernando Verdasco,2010
1,9,9,,,0,0,0.5,0.25,AUT,CRO,4,5,8,10,,,0.81,0.61,0.65,0.54,m,,,Stefan Koubek,Ivan Dodig,7-6(4) 6-1 6-2,0.42,0.26,Second,0.55,0.5,102,76,,,Stefan Koubek,2010
1,5,5,172,179,147,153,0.44,0.47,ARG,FRA,2,7,31,46,197,205,0.63,0.63,0.68,0.57,m,0.53,0.52,Juan Monaco,Michael Llodra,3-6 3-6 7-6(5) 6-1 6-3,0.42,0.39,Second,0.57,0.45,152,137,73,53,Juan Monaco,2010
1,9,1,175,173,139,140,0.64,0.14,RUS,UKR,0,1,19,32,207,192,0.79,0.62,0.75,0.53,m,0.57,0.5,Nikolay Davydenko,Illya Marchenko,6-3 6-3 6-0,0.52,0.29,Second,0.47,0.3,90,55,27,14,Nikolay Davydenko,2010
1,12,3,186,187,158,147,0.44,0.18,SRB,SUI,9,3,61,42,202,208,0.75,0.58,0.63,0.56,m,0.73,0.58,Novak Djokovic,Marco Chiudinelli,3-6 6-1 6-1 6-3,0.48,0.38,Second,0.33,0.42,124,103,46,25,Novak Djokovic,2010
1,9,5,,,0,0,0.6,1,UZB,GER,2,2,4,4,,,0.75,0.56,0.67,0.65,m,,,Denis Istomin,Michael Berrer,7-5 6-3 6-4,0.43,0.31,Second,0.55,0.57,107,88,,,Denis Istomin,2010
1,5,0,173,166,142,138,0.64,,RUS,CZE,1,5,13,46,196,192,0.92,0.47,0.6,0.7,m,0.92,0.5,Mikhail Youzhny,Jan Hajek,6-2 6-1 6-1,0.53,0.25,Second,0.5,0.33,85,45,25,18,Mikhail Youzhny,2010
1,17,2,,,0,0,0.41,0.27,POL,COL,6,2,12,4,,,0.75,0.6,0.66,0.7,m,,,Lukasz Kubot,Santiago Giraldo,6-4 3-6 6-3 6-1,0.46,0.33,Second,0.49,0.38,136,110,,,Lukasz Kubot,2010
1,12,4,191,203,147,172,0.45,1,FRA,USA,0,7,10,33,215,231,0.86,0.7,0.58,0.47,m,0.6,0.52,Jo-Wilfried Tsonga,Taylor Dent,6-4 6-3 6-3,0.39,0.25,Second,0.61,0.47,91,67,42,25,Jo-Wilfried Tsonga,2010
1,16,14,181,188,155,145,0.75,0.35,GER,SRB,7,5,78,41,198,202,0.72,0.69,0.56,0.54,m,0.74,0.61,Tommy Haas,Janko Tipsarevic,4-6 6-4 6-3 1-6 6-3,0.38,0.39,Second,0.44,0.52,144,140,60,39,Tommy Haas,2010
1,17,14,186,189,147,148,0.57,1,ESP,GER,1,6,39,55,214,216,0.78,0.77,0.59,0.53,m,0.45,0.79,Nicolas Almagro,Benjamin Becker,6-4 6-2 3-6 4-6 6-3,0.32,0.26,Second,0.67,0.55,135,121,55,34,Nicolas Almagro,2010
1,2,3,,,0,0,0.44,0.6,COL,ESP,4,4,8,8,,,0.74,0.55,0.61,0.69,m,,,Alejandro Falla,Marcel Granollers,6-4 6-1 6-3,0.52,0.36,Second,0.43,0.27,99,73,,,Alejandro Falla,2010
1,11,8,195,178,167,153,0.33,0.2,USA,BRA,0,4,13,43,220,204,0.78,0.65,0.8,0.61,m,0.57,0.61,Andy Roddick,Thomaz Bellucci,6-3 6-4 6-4,0.4,0.23,Second,0.75,0.47,102,75,27,35,Andy Roddick,2010
1,11,2,186,167,155,139,0.5,0.22,ESP,GER,4,4,57,50,210,199,0.7,0.68,0.48,0.64,m,0.63,0.48,Feliciano Lopez,Rainer Schuettler,6-3 2-6 6-3 6-2,0.39,0.35,Second,0.59,0.44,117,102,42,27,Feliciano Lopez,2010
1,4,4,,,0,0,0.58,0.5,KAZ,CZE,5,4,10,8,,,0.75,0.6,0.59,0.51,m,,,Evgeny Korolev,Tomas Berdych,6-4 6-4 7-5,0.46,0.37,Second,0.41,0.43,104,86,,,Evgeny Korolev,2010
1,14,5,175,177,149,146,0.44,0.33,CHI,TUR,6,1,44,24,205,201,0.86,0.59,0.59,0.77,m,0.67,0.59,Fernando Gonzalez,Marsel Ilhan,6-3 6-4 7-5,0.41,0.26,Second,0.51,0.59,109,84,51,19,Fernando Gonzalez,2010
1,25,4,192,182,144,138,0.5,0.38,CRO,AUS,3,8,70,63,209,196,0.78,0.63,0.46,0.66,m,0.64,0.64,Marin Cilic,Bernard Tomic,6-7(6) 6-3 4-6 6-2 6-4,0.41,0.33,Second,0.57,0.45,185,161,67,29,Marin Cilic,2010
1,12,2,194,160,155,132,0.71,0,SUI,RUS,5,1,43,37,214,176,0.88,0.58,0.53,0.72,m,0.67,0.85,Stanislas Wawrinka,Igor Kunitsyn,6-3 6-2 6-2,0.44,0.33,Second,0.41,0.47,92,70,30,10,Stanislas Wawrinka,2010
1,6,26,,,0,0,0.45,0.33,GER,SRB,0,9,0,18,,,0.72,0.76,0.66,0.61,m,,,Florian Mayer,Viktor Troicki,4-6 6-4 7-6(2) 6-1,0.34,0.31,Second,0.62,0.43,129,114,,,Florian Mayer,2010
1,19,16,192,182,151,148,0.32,0.5,ARG,USA,9,4,60,60,215,206,0.79,0.69,0.58,0.62,m,0.72,0.65,Juan Martin Del Potro,James Blake,6-4 6-7(3) 5-7 6-3 10-8,0.38,0.35,Second,0.43,0.48,205,200,69,81,Juan Martin Del Potro,2010
1,10,1,190,184,143,151,0.5,0.14,GBR,FRA,2,4,32,43,209,201,0.72,0.59,0.56,0.59,m,0.78,0.67,Andy Murray,Marc Gicquel,6-1 6-4 6-3,0.47,0.34,Second,0.57,0.39,100,76,38,20,Andy Murray,2010
1,11,9,175,164,139,125,0.35,0.29,FRA,FIN,7,4,104,58,198,203,0.63,0.64,0.58,0.76,m,0.58,0.64,Florent Serra,Jarkko Nieminen,3-6 6-4 5-7 7-6(4) 7-5,0.38,0.38,Second,0.56,0.54,195,199,66,52,Florent Serra,2010
1,21,11,181,172,162,143,0.4,0,USA,IRL,2,6,51,19,215,200,0.74,0.91,0.74,0.61,m,0.81,0,John Isner,Louk Sorensen,6-3 7-6(4) 7-5,0.24,0.27,Second,0.68,0.5,99,94,61,28,John Isner,2010
1,7,2,174,169,146,132,0.86,0.6,FRA,CRO,7,0,39,24,209,188,0.73,0.6,0.63,0.63,m,0.71,0.56,Gael Monfils,Antonio Veic,6-4 6-4 6-4,0.45,0.35,Second,0.45,0.45,103,85,42,23,Gael Monfils,2010
1,26,7,,,0,0,0.63,0.2,CRO,FRA,2,4,4,8,,,0.83,0.63,0.58,0.6,m,,,Ivo Karlovic,Julien Benneteau,2-6 6-1 6-3 6-3,0.4,0.3,Second,0.49,0.51,112,89,,,Ivo Karlovic,2010
1,12,6,,,0,0,0.36,0.17,CRO,KAZ,3,9,6,18,,,0.79,0.66,0.61,0.54,m,,,Ivan Ljubicic,Andrey Golubev,6-3 3-6 6-2 6-3,0.37,0.28,Second,0.58,0.53,126,104,,,Ivan Ljubicic,2010
1,16,8,,,0,0,0.33,0.14,GER,USA,3,11,6,22,,,0.78,0.64,0.63,0.48,m,,,Philipp Kohlschreiber,Wayne Odesnik,6-4 3-6 6-3 6-2,0.38,0.34,Second,0.43,0.53,133,117,,,Philipp Kohlschreiber,2010
1,1,2,186,185,143,154,0.7,1,ESP,SVK,1,5,30,58,202,203,0.71,0.59,0.55,0.4,m,0.8,0.56,Rafael Nadal,Lukas Lacko,6-2 6-2 6-2,0.52,0.29,Second,0.69,0.35,89,55,15,13,Rafael Nadal,2010
1,9,2,181,184,153,140,0.47,0.45,SUI,RUS,3,7,38,55,204,208,0.75,0.56,0.58,0.63,m,0.74,0.59,Roger Federer,Igor Andreev,4-6 6-2 7-6(2) 6-0,0.48,0.34,First,0.51,0.37,135,103,29,26,Roger Federer,2010
1,6,6,,,0,0,0.38,0.43,ROU,ARG,1,4,2,8,,,0.69,0.63,0.71,0.54,m,,,Victor Hanescu,Juan Ignacio Chela,6-4 6-3 7-6(2),0.47,0.34,First,0.56,0.38,126,96,,,Victor Hanescu,2010
1,3,5,169,174,132,146,0.5,0.18,FRA,ITA,2,2,26,53,189,195,0.73,0.66,0.63,0.61,m,0.67,0.6,Stephane Robert,Potito Starace,6-3 7-6(2) 7-6(4),0.39,0.32,First,0.58,0.51,134,110,51,56,Stephane Robert,2010
1,4,0,,,0,0,0.13,1,ESP,ESP,2,2,4,4,,,0.79,0.61,0.6,0.54,m,,,Albert Montanes,Oscar Hernandez,7-6(5) 2-2 ret.,0.42,0.27,First,0.63,0.53,64,53,,,Albert Montanes,2010
1,10,5,178,181,135,153,0.5,0,AUS,BRA,3,4,26,39,197,203,0.89,0.61,0.6,0.7,m,0.7,0.59,Lleyton Hewitt,Ricardo Hocevar,6-1 6-2 6-3,0.44,0.2,First,0.64,0.36,88,58,33,19,Lleyton Hewitt,2010
1,6,4,,,0,0,0.67,0.33,USA,BEL,6,6,12,12,,,0.71,0.66,0.54,0.63,m,,,Donald Young,Christophe Rochus,1-6 7-5 6-2 6-4,0.41,0.38,First,0.48,0.4,126,112,,,Donald Young,2010
1,7,2,187,171,142,147,0.5,0.25,CYP,ITA,1,6,30,50,204,193,0.84,0.58,0.52,0.66,m,0.62,0.53,Marcos Baghdatis,Paolo Lorenzi,6-2 6-4 6-4,0.44,0.24,First,0.68,0.43,102,71,31,19,Marcos Baghdatis,2010
1,2,0,165,150,133,133,0.78,,ESP,POR,1,1,11,26,186,172,0.81,0.31,0.58,0.7,m,0.5,0.29,David Ferrer,Frederico Gil,6-0 6-0 2-0 ret.,0.7,0.22,First,0.73,0.21,61,21,13,1,David Ferrer,2010
1,7,13,170,192,148,160,0.27,0.23,ESP,AUS,6,6,28,63,210,219,0.79,0.64,0.73,0.5,m,0.74,0.65,Fernando Verdasco,Carsten Ball,6-7(4) 7-6(1) 7-5 6-2,0.37,0.29,First,0.45,0.58,161,138,37,62,Fernando Verdasco,2010
1,10,7,,,0,0,0.33,0.36,UKR,ISR,7,3,14,6,,,0.72,0.66,0.58,0.63,m,,,Ivan Sergeyev,Dudi Sela,6-3 7-6(3) 4-6 7-6(8),0.39,0.36,First,0.51,0.52,157,147,,,Ivan Sergeyev,2010
1,13,15,,,0,0,0.36,0.29,AUT,USA,3,7,6,14,,,0.69,0.71,0.61,0.57,m,,,Stefan Koubek,Rajeev Ram,4-6 6-3 5-7 6-1 6-3,0.37,0.32,First,0.64,0.48,160,144,,,Stefan Koubek,2010
1,19,5,,,0,0,0.5,0.38,CRO,ESP,5,3,10,6,,,0.67,0.68,0.6,0.65,m,,,Ivan Dodig,Juan Carlos Ferrero,2-6 1-6 6-4 6-1 6-1,0.4,0.4,First,0.46,0.42,133,132,,,Ivan Dodig,2010
1,3,8,173,197,150,171,0.42,0.3,ARG,LAT,1,7,31,73,191,214,0.69,0.59,0.66,0.54,m,0.69,0.56,Juan Monaco,Ernests Gulbis,6-3 7-6(5) 6-1,0.47,0.37,First,0.52,0.38,113,87,19,33,Juan Monaco,2010
1,9,3,,,0,0,0.33,0.25,FRA,ARG,4,2,8,4,,,0.76,0.62,0.63,0.71,m,,,Michael Llodra,Martin Vassallo Arguello,6-3 7-5 6-4,0.42,0.29,First,0.6,0.45,115,93,,,Michael Llodra,2010
1,7,9,,,0,0,0.45,0.43,UKR,ESP,6,2,12,4,,,0.74,0.65,0.57,0.56,m,,,Illya Marchenko,Carlos Moya,7-6(2) 7-5 6-3,0.41,0.33,First,0.53,0.49,118,99,,,Illya Marchenko,2010
1,6,0,172,167,141,141,0.45,0.33,RUS,GER,2,6,25,35,203,178,0.67,0.45,0.6,0.6,m,0.6,0.8,Nikolay Davydenko,Dieter Kindlmann,6-1 6-0 6-3,0.57,0.34,First,0.63,0.28,89,52,39,12,Nikolay Davydenko,2010
1,4,5,175,176,158,153,0.36,0.17,SRB,ESP,5,5,28,47,198,192,0.76,0.71,0.69,0.6,m,0.63,0.82,Novak Djokovic,Daniel Gimeno-Traver,7-5 6-3 6-2,0.42,0.28,First,0.57,0.33,103,78,23,24,Novak Djokovic,2010
1,4,12,184,175,144,137,0.5,0.42,SUI,AUS,3,5,48,49,202,190,0.72,0.6,0.58,0.55,m,0.77,0.7,Marco Chiudinelli,Marinko Matosevic,7-6(7) 7-6(3) 4-6 6-3,0.39,0.36,First,0.51,0.59,142,134,42,51,Marco Chiudinelli,2010
1,10,5,188,155,148,137,0.5,,GER,BEL,4,4,19,34,211,174,0.92,0.54,0.69,0.68,m,0.7,0.38,Michael Berrer,Kristof Vliegen,6-1 6-2 6-1,0.53,0.17,First,0.59,0.24,88,45,40,13,Michael Berrer,2010
1,6,5,,,0,0,0.58,0,UZB,FRA,2,7,4,14,,,0.83,0.6,0.61,0.49,m,,,Denis Istomin,Jeremy Chardy,6-2 6-2 6-0,0.47,0.24,First,0.65,0.35,82,45,,,Denis Istomin,2010
1,12,8,178,182,137,153,0.6,0.38,RUS,FRA,8,9,80,65,196,202,0.73,0.79,0.57,0.54,m,0.65,0.75,Mikhail Youzhny,Richard Gasquet,6-7(9) 4-6 7-6(2) 7-6(4) 6-4,0.36,0.35,First,0.51,0.42,187,180,79,69,Mikhail Youzhny,2010
1,3,6,,,0,0,0.38,0.25,CZE,USA,3,3,6,6,,,0.7,0.63,0.67,0.63,m,,,Jan Hajek,Robby Ginepri,7-6(2) 7-5 6-1,0.45,0.35,First,0.53,0.4,123,102,,,Jan Hajek,2010
1,5,12,,,0,0,0.64,0.67,POL,GER,3,3,6,6,,,0.69,0.63,0.63,0.51,m,,,Lukasz Kubot,Mischa Zverev,6-3 6-3 6-3,0.47,0.3,First,0.69,0.39,95,70,,,Lukasz Kubot,2010
1,2,2,,,0,0,0.33,0,COL,ESP,0,6,0,12,,,0.8,0.6,0.54,0.57,m,,,Santiago Giraldo,Tommy Robredo,6-4 6-2 6-2,0.43,0.26,First,0.68,0.45,98,69,,,Santiago Giraldo,2010
1,15,5,176,179,138,142,0.5,0.33,FRA,UKR,1,6,24,41,214,204,0.81,0.61,0.66,0.6,m,0.52,0.56,Jo-Wilfried Tsonga,Sergiy Stakhovsky,6-3 6-4 6-4,0.42,0.28,First,0.53,0.47,104,78,33,26,Jo-Wilfried Tsonga,2010
1,7,2,192,169,170,139,0.67,0.38,USA,ITA,3,7,26,32,225,187,0.79,0.48,0.53,0.42,m,0.61,0.7,Taylor Dent,Fabio Fognini,6-1 6-3 6-3,0.53,0.36,First,0.44,0.35,81,51,27,20,Taylor Dent,2010
1,10,5,,,0,0,0.22,0.18,SRB,USA,5,9,10,18,,,0.65,0.63,0.61,0.54,m,,,Janko Tipsarevic,Ryan Harrison,6-2 6-4 7-6(3),0.42,0.35,First,0.6,0.45,132,111,,,Janko Tipsarevic,2010
1,14,3,178,184,153,147,0.35,0.5,GER,GER,5,8,46,47,194,199,0.67,0.64,0.64,0.48,m,0.7,0.75,Tommy Haas,Simon Greul,6-7(5) 6-4 6-2 6-1,0.45,0.31,First,0.68,0.42,140,108,57,37,Tommy Haas,2010
1,15,14,,,0,0,0.23,0.44,ESP,BEL,5,3,10,6,,,0.74,0.75,0.61,0.57,m,,,Nicolas Almagro,Xavier Malisse,7-6(12) 6-4 2-6 4-6 8-6,0.33,0.31,First,0.59,0.56,178,178,,,Nicolas Almagro,2010
1,8,10,,,0,0,0.55,0.5,GER,SLO,8,3,16,6,,,0.8,0.62,0.51,0.57,m,,,Benjamin Becker,Grega Zemlja,7-6(5) 7-5 7-5,0.37,0.34,First,0.47,0.61,110,105,,,Benjamin Becker,2010
1,2,2,,,0,0,0.5,0,COL,BRA,4,8,8,16,,,0.8,0.81,0.52,0.36,m,,,Alejandro Falla,Marcos Daniel,7-5 6-3 6-1,0.4,0.3,First,0.57,0.43,98,76,,,Alejandro Falla,2010
1,11,8,176,185,141,149,0.47,0.5,ESP,SWE,1,3,40,67,205,211,0.61,0.67,0.65,0.62,m,0.64,0.71,Marcel Granollers,Robin Soderling,5-7 2-6 6-4 6-4 6-2,0.4,0.4,First,0.58,0.45,151,150,40,57,Marcel Granollers,2010
1,7,17,180,178,161,141,0.27,0,USA,NED,1,2,23,42,217,209,0.75,0.65,0.64,0.71,m,0.58,0.5,Andy Roddick,Thiemo de Bakker,6-1 6-4 6-4,0.39,0.27,First,0.69,0.5,100,79,25,43,Andy Roddick,2010
1,9,3,,,,,0.15,0.19,BRA,RUS,6,13,12,26,,,0.74,0.66,0.64,0.57,m,,,Thomaz Bellucci,Teimuraz Gabashvili,6-3 7-5 4-6 6-4,0.39,0.34,First,0.49,0.47,161,141,,,Thomaz Bellucci,2010
1,13,7,,,0,0,0.64,0.4,ESP,URU,2,8,4,16,,,0.75,0.71,0.67,0.61,m,,,Feliciano Lopez,Pablo Cuevas,6-1 6-4 7-5,0.39,0.33,First,0.48,0.36,94,78,,,Feliciano Lopez,2010
1,1,15,,,0,0,0.5,0.6,GER,USA,5,6,10,12,,,0.73,0.76,0.57,0.58,m,,,Rainer Schuettler,Sam Querrey,6-3 2-6 6-4 6-3,0.37,0.36,First,0.49,0.41,112,107,,,Rainer Schuettler,2010
1,2,5,,,0,0,0.7,0.33,CZE,NED,1,5,2,10,,,0.79,0.53,0.5,0.6,m,,,Tomas Berdych,Robin Haase,6-0 6-3 6-3,0.51,0.28,First,0.64,0.34,91,56,,,Tomas Berdych,2010
1,2,10,,,0,0,0.78,0.43,KAZ,GER,7,5,14,10,,,0.72,0.59,0.57,0.52,m,,,Evgeny Korolev,Daniel Brands,6-2 7-5 7-5,0.44,0.35,First,0.49,0.48,107,89,,,Evgeny Korolev,2010
1,1,4,,,0,0,0.38,0.09,TUR,FRA,1,1,2,2,,,0.66,0.66,0.67,0.63,m,,,Marsel Ilhan,Sebastien Grosjean,6-4 6-3 7-5,0.4,0.35,First,0.61,0.49,112,99,,,Marsel Ilhan,2010
1,19,5,174,155,148,132,0.4,0.43,CHI,BEL,4,4,32,18,201,173,0.88,0.63,0.59,0.65,m,0.71,0.6,Fernando Gonzalez,Olivier Rochus,6-3 6-4 3-6 6-1,0.43,0.28,First,0.46,0.42,124,99,70,25,Fernando Gonzalez,2010
1,6,0,184,165,143,128,0.29,0.5,CRO,FRA,2,1,53,18,200,188,0.8,0.66,0.59,0.62,m,0.81,0.5,Marin Cilic,Fabrice Santoro,7-5 7-5 6-3,0.4,0.3,First,0.55,0.49,108,92,59,12,Marin Cilic,2010
1,5,2,174,175,131,146,0.46,0.38,AUS,FRA,0,2,30,52,196,194,0.7,0.56,0.66,0.57,m,0.67,0.58,Bernard Tomic,Guillaume Rufin,6-3 6-4 6-4,0.46,0.33,First,0.62,0.5,94,70,18,20,Bernard Tomic,2010
1,5,9,,,0,0,0.55,0.21,RUS,ARG,2,6,4,12,,,0.68,0.64,0.83,0.58,m,,,Igor Kunitsyn,Jose Acasuso,6-1 2-6 6-4 6-2,0.44,0.35,First,0.48,0.39,126,99,,,Igor Kunitsyn,2010
1,6,1,180,171,147,137,0.71,0,SUI,ESP,4,9,27,40,213,186,0.83,0.63,0.57,0.6,m,0.67,0.53,Stanislas Wawrinka,Guillermo Garcia-Lopez,6-3 6-3 6-2,0.41,0.23,First,0.66,0.42,93,63,27,13,Stanislas Wawrinka,2010
1,15,2,,,0,0,0.58,0.2,SRB,ECU,3,3,6,6,,,0.77,0.58,0.55,0.45,m,,,Viktor Troicki,Nicolas Lapentti,4-6 6-3 6-1 6-3,0.46,0.33,First,0.54,0.48,128,99,,,Viktor Troicki,2010
1,4,7,,,0,0,0.67,0.67,GER,GER,2,6,4,12,,,0.64,0.7,0.69,0.58,m,,,Florian Mayer,Philipp Petzschner,0-6 2-6 6-4 6-2 6-2,0.39,0.4,First,0.49,0.44,123,123,,,Florian Mayer,2010
1,9,2,179,172,146,141,0.36,0.5,USA,FRA,0,1,26,29,200,190,0.81,0.63,0.63,0.63,m,0.77,0.58,James Blake,Arnaud Clement,7-5 7-5 6-2,0.4,0.27,First,0.6,0.53,111,86,49,29,James Blake,2010
1,21,4,189,172,154,151,0.43,0.5,ARG,USA,7,9,61,54,220,197,0.72,0.64,0.6,0.65,m,0.59,0.72,Juan Martin Del Potro,Michael Russell,6-4 6-4 3-6 6-2,0.4,0.35,First,0.48,0.46,124,116,49,29,Juan Martin Del Potro,2010
1,9,2,195,194,147,171,0.67,0.25,GBR,RSA,1,2,19,32,212,208,0.87,0.51,0.35,0.69,m,0.89,0.43,Andy Murray,Kevin Anderson,6-1 6-1 6-2,0.55,0.3,First,0.6,0.26,87,52,37,20,Andy Murray,2010
